680_im0qianqian.cpp;0;110_he-yu-am.cpp;100.0;1;30_z-jo.cpp;100.0;2;565_SillyG.cpp;100.0;
565_SillyG.cpp;3;110_he-yu-am.cpp;100.0;4;30_z-jo.cpp;100.0;
83_NEU20133823.cpp;5;227_sky_io.cpp;100.0;
303_gregoryfh.cpp;6;171_pkucoin.cpp;100.0;7;663_anlewy.cpp;84.3;
60_minhquanym.cpp;8;49_Heltion.cpp;100.0;9;31_besieger.cpp;82.7;
731_DenisGubar.cpp;10;407_czfwd.cpp;100.0;11;31_besieger.cpp;100.0;
407_czfwd.cpp;12;31_besieger.cpp;100.0;
30_z-jo.cpp;13;110_he-yu-am.cpp;100.0;
656_acrt.cpp;14;132_sohelH.cpp;100.0;15;229_CrossHair.cpp;83.8;
575_hurshs0609.cpp;16;229_CrossHair.cpp;100.0;
613_zhao-zi-ji.cpp;17;42_suiyuan1992.cpp;96.5;
644_insomniacat.cpp;18;45_huangyuyang.cpp;93.5;
408_xu932.cpp;19;313_cszclin.cpp;93.3;
302_arnavrupade.cpp;20;285_bittudalal.cpp;96.7;
741_goodhope.cpp;21;48_abhishekvanjani.cpp;93.5;22;206_ddmike.cpp;90.3;
224_thread_start.cpp;23;102_ac130h.cpp;100.0;
691_besomist.cpp;24;27_Fr0benius.cpp;93.5;
101_tonyli0000.cpp;25;715_davidwang10010.cpp;85.2;26;566_ko19951231.cpp;81.8;
663_anlewy.cpp;27;171_pkucoin.cpp;84.3;
711_kunal_mohta.cpp;28;56_qwnjc.cpp;83.3;
694_glen-3.cpp;29;693_yuchengs.cpp;82.2;
